x y e
26.0899 29.2727 0.7882
26.8315 29.2727 0.7898
27.5730 29.2727 0.7908
28.3146 29.2727 0.7915
29.0562 29.2727 0.7925
29.7978 29.2727 0.7940
30.5393 29.2727 0.7960
31.2809 29.2727 0.7985
32.0225 29.2727 0.8015
32.7640 29.2727 0.8047
33.5056 29.2727 0.8082
34.2472 29.2727 0.8119
34.9888 29.2727 0.8158
35.7303 29.2727 0.8199
36.4719 29.2727 0.8246
37.2135 29.2727 0.8298
37.9551 29.2727 0.8356
38.6966 29.2727 0.8421
39.4382 29.2727 0.8491
40.1798 29.2727 0.8562
40.9213 29.2727 0.8631
41.6629 29.2727 0.8694
42.4045 29.2727 0.8747
43.1461 29.2727 0.8786
43.8876 29.2727 0.8810
44.6292 29.2727 0.8817
45.3708 29.2727 0.8806
46.1124 29.2727 0.8777
46.8539 29.2727 0.8732
47.5955 29.2727 0.8673
48.3371 29.2727 0.8602
49.0787 29.2727 0.8524
49.8202 29.2727 0.8443
50.5618 29.2727 0.8365
51.3034 29.2727 0.8291
52.0449 29.2727 0.8225
52.7865 29.2727 0.8169
53.5281 29.2727 0.8122
54.2697 29.2727 0.8084
55.0112 29.2727 0.8053
55.7528 29.2727 0.8028
56.4944 29.2727 0.8007
57.2360 29.2727 0.7989
57.9775 29.2727 0.7972
58.7191 29.2727 0.7955
59.4607 29.2727 0.7939
60.2022 29.2727 0.7922
60.9438 29.2727 0.7907
61.6854 29.2727 0.7892
62.4270 29.2727 0.7878
63.1685 29.2727 0.7866
63.9101 29.2727 0.7853
64.6517 29.2727 0.7835
65.3933 29.2727 0.7808
66.1348 29.2727 0.7765
66.8764 29.2727 0.7697
67.6180 29.2727 0.7596
68.3596 29.2727 0.7452
69.1011 29.2727 0.7256
69.8427 29.2727 0.6998
70.5843 29.2727 0.6671
71.3258 29.2727 0.6267
72.0674 29.2727 0.5779
72.8090 29.2727 0.5201
73.5506 29.2727 0.4531
74.2921 29.2727 0.3764
75.0337 29.2727 0.2904
75.7753 29.2727 0.1955
76.5169 29.2727 0.0926
77.2584 29.2727 0.0000
78.0000 29.2727 0.0000

12.0000 30.0000 0.0000
12.7416 30.0000 0.0014
13.4831 30.0000 0.0948
14.2247 30.0000 0.1842
14.9663 30.0000 0.2689
15.7079 30.0000 0.3487
16.4494 30.0000 0.4230
17.1910 30.0000 0.4914
17.9326 30.0000 0.5535
18.6742 30.0000 0.6091
19.4157 30.0000 0.6578
20.1573 30.0000 0.6996
20.8989 30.0000 0.7346
21.6404 30.0000 0.7630
22.3820 30.0000 0.7854
23.1236 30.0000 0.8023
23.8652 30.0000 0.8144
24.6067 30.0000 0.8228
25.3483 30.0000 0.8281
26.0899 30.0000 0.8313
26.8315 30.0000 0.8331
27.5730 30.0000 0.8341
28.3146 30.0000 0.8350
29.0562 30.0000 0.8361
29.7978 30.0000 0.8375
30.5393 30.0000 0.8395
31.2809 30.0000 0.8419
32.0225 30.0000 0.8447
32.7640 30.0000 0.8478
33.5056 30.0000 0.8509
34.2472 30.0000 0.8542
34.9888 30.0000 0.8576
35.7303 30.0000 0.8611
36.4719 30.0000 0.8650
37.2135 30.0000 0.8693
37.9551 30.0000 0.8741
38.6966 30.0000 0.8795
39.4382 30.0000 0.8852
40.1798 30.0000 0.8911
40.9213 30.0000 0.8969
41.6629 30.0000 0.9022
42.4045 30.0000 0.9066
43.1461 30.0000 0.9100
43.8876 30.0000 0.9121
44.6292 30.0000 0.9127
45.3708 30.0000 0.9119
46.1124 30.0000 0.9095
46.8539 30.0000 0.9058
47.5955 30.0000 0.9007
48.3371 30.0000 0.8948
49.0787 30.0000 0.8881
49.8202 30.0000 0.8812
50.5618 30.0000 0.8743
51.3034 30.0000 0.8678
52.0449 30.0000 0.8620
52.7865 30.0000 0.8569
53.5281 30.0000 0.8527
54.2697 30.0000 0.8492
55.0112 30.0000 0.8463
55.7528 30.0000 0.8440
56.4944 30.0000 0.8420
57.2360 30.0000 0.8403
57.9775 30.0000 0.8386
58.7191 30.0000 0.8370
59.4607 30.0000 0.8354
60.2022 30.0000 0.8338
60.9438 30.0000 0.8322
61.6854 30.0000 0.8307
62.4270 30.0000 0.8292
63.1685 30.0000 0.8276
63.9101 30.0000 0.8259
64.6517 30.0000 0.8237
65.3933 30.0000 0.8203
66.1348 30.0000 0.8153
66.8764 30.0000 0.8077
67.6180 30.0000 0.7968
68.3596 30.0000 0.7815
69.1011 30.0000 0.7612
69.8427 30.0000 0.7348
70.5843 30.0000 0.7017
71.3258 30.0000 0.6610
72.0674 30.0000 0.6121
72.8090 30.0000 0.5545
73.5506 30.0000 0.4877
74.2921 30.0000 0.4115
75.0337 30.0000 0.3259
75.7753 30.0000 0.2312
76.5169 30.0000 0.1283
77.2584 30.0000 0.0186
78.0000 30.0000 0.0000

12.0000 30.7273 0.0000
12.7416 30.7273 0.0289
13.4831 30.7273 0.1241
14.2247 30.7273 0.2151
14.9663 30.7273 0.3012
15.7079 30.7273 0.3821
16.4494 30.7273 0.4572
17.1910 30.7273 0.5262
17.9326 30.7273 0.5888
18.6742 30.7273 0.6445
19.4157 30.7273 0.6933
20.1573 30.7273 0.7351
20.8989 30.7273 0.7701
21.6404 30.7273 0.7984
22.3820 30.7273 0.8208
23.1236 30.7273 0.8377
23.8652 30.7273 0.8500
24.6067 30.7273 0.8585
25.3483 30.7273 0.8641
26.0899 30.7273 0.8675
26.8315 30.7273 0.8696
27.5730 30.7273 0.8709
28.3146 30.7273 0.8719
29.0562 30.7273 0.8730
29.7978 30.7273 0.8745
30.5393 30.7273 0.8764
31.2809 30.7273 0.8786
32.0225 30.7273 0.8812
32.7640 30.7273 0.8840
33.5056 30.7273 0.8869
34.2472 30.7273 0.8898
34.9888 30.7273 0.8927
35.7303 30.7273 0.8957
36.4719 30.7273 0.8989
37.2135 30.7273 0.9024
37.9551 30.7273 0.9063
38.6966 30.7273 0.9107
39.4382 30.7273 0.9154
40.1798 30.7273 0.9203
40.9213 30.7273 0.9251
41.6629 30.7273 0.9295
42.4045 30.7273 0.9332
43.1461 30.7273 0.9361
43.8876 30.7273 0.9379
44.6292 30.7273 0.9385
45.3708 30.7273 0.9378
46.1124 30.7273 0.9359
46.8539 30.7273 0.9328
47.5955 30.7273 0.9287
48.3371 30.7273 0.9236
49.0787 30.7273 0.9180
49.8202 30.7273 0.9121
50.5618 30.7273 0.9062
51.3034 30.7273 0.9006
52.0449 30.7273 0.8955
52.7865 30.7273 0.8910
53.5281 30.7273 0.8871
54.2697 30.7273 0.8839
55.0112 30.7273 0.8813
55.7528 30.7273 0.8791
56.4944 30.7273 0.8772
57.2360 30.7273 0.8755
57.9775 30.7273 0.8740
58.7191 30.7273 0.8724
59.4607 30.7273 0.8708
60.2022 30.7273 0.8692
60.9438 30.7273 0.8675
61.6854 30.7273 0.8659
62.4270 30.7273 0.8642
63.1685 30.7273 0.8624
63.9101 30.7273 0.8602
64.6517 30.7273 0.8574
65.3933 30.7273 0.8533
66.1348 30.7273 0.8474
66.8764 30.7273 0.8390
67.6180 30.7273 0.8271
68.3596 30.7273 0.8110
69.1011 30.7273 0.7897
69.8427 30.7273 0.7626
70.5843 30.7273 0.7288
71.3258 30.7273 0.6877
72.0674 30.7273 0.6386
72.8090 30.7273 0.5810
73.5506 30.7273 0.5144
74.2921 30.7273 0.4386
75.0337 30.7273 0.3536
75.7753 30.7273 0.2594
76.5169 30.7273 0.1569
77.2584 30.7273 0.0472
78.0000 30.7273 0.0000

12.0000 31.4545 0.0000
12.7416 31.4545 0.0509
13.4831 31.4545 0.1478
14.2247 31.4545 0.2402
14.9663 31.4545 0.3276
15.7079 31.4545 0.4095
16.4494 31.4545 0.4853
17.1910 31.4545 0.5549
17.9326 31.4545 0.6177
18.6742 31.4545 0.6736
19.4157 31.4545 0.7224
20.1573 31.4545 0.7641
20.8989 31.4545 0.7989
21.6404 31.4545 0.8272
22.3820 31.4545 0.8495
23.1236 31.4545 0.8665
23.8652 31.4545 0.8789
24.6067 31.4545 0.8877
25.3483 31.4545 0.8935
26.0899 31.4545 0.8972
26.8315 31.4545 0.8995
27.5730 31.4545 0.9011
28.3146 31.4545 0.9022
29.0562 31.4545 0.9035
29.7978 31.4545 0.9049
30.5393 31.4545 0.9067
31.2809 31.4545 0.9088
32.0225 31.4545 0.9112
32.7640 31.4545 0.9137
33.5056 31.4545 0.9163
34.2472 31.4545 0.9188
34.9888 31.4545 0.9213
35.7303 31.4545 0.9239
36.4719 31.4545 0.9265
37.2135 31.4545 0.9294
37.9551 31.4545 0.9327
38.6966 31.4545 0.9363
39.4382 31.4545 0.9401
40.1798 31.4545 0.9441
40.9213 31.4545 0.9481
41.6629 31.4545 0.9518
42.4045 31.4545 0.9549
43.1461 31.4545 0.9573
43.8876 31.4545 0.9589
44.6292 31.4545 0.9594
45.3708 31.4545 0.9589
46.1124 31.4545 0.9574
46.8539 31.4545 0.9548
47.5955 31.4545 0.9514
48.3371 31.4545 0.9472
49.0787 31.4545 0.9425
49.8202 31.4545 0.9374
50.5618 31.4545 0.9324
51.3034 31.4545 0.9275
52.0449 31.4545 0.9230
52.7865 31.4545 0.9191
53.5281 31.4545 0.9156
54.2697 31.4545 0.9127
55.0112 31.4545 0.9102
55.7528 31.4545 0.9081
56.4944 31.4545 0.9063
57.2360 31.4545 0.9047
57.9775 31.4545 0.9032
58.7191 31.4545 0.9016
59.4607 31.4545 0.9000
60.2022 31.4545 0.8984
60.9438 31.4545 0.8967
61.6854 31.4545 0.8949
62.4270 31.4545 0.8930
63.1685 31.4545 0.8908
63.9101 31.4545 0.8882
64.6517 31.4545 0.8848
65.3933 31.4545 0.8800
66.1348 31.4545 0.8733
66.8764 31.4545 0.8639
67.6180 31.4545 0.8510
68.3596 31.4545 0.8338
69.1011 31.4545 0.8116
69.8427 31.4545 0.7836
70.5843 31.4545 0.7490
71.3258 31.4545 0.7073
72.0674 31.4545 0.6578
72.8090 31.4545 0.6001
73.5506 31.4545 0.5337
74.2921 31.4545 0.4583
75.0337 31.4545 0.3738
75.7753 31.4545 0.2804
76.5169 31.4545 0.1786
77.2584 31.4545 0.0694
78.0000 31.4545 0.0000

12.0000 32.1818 0.0000
12.7416 32.1818 0.0678
13.4831 32.1818 0.1662
14.2247 32.1818 0.2600
14.9663 32.1818 0.3484
15.7079 32.1818 0.4311
16.4494 32.1818 0.5076
17.1910 32.1818 0.5775
17.9326 32.1818 0.6405
18.6742 32.1818 0.6964
19.4157 32.1818 0.7451
20.1573 32.1818 0.7867
20.8989 32.1818 0.8213
21.6404 32.1818 0.8495
22.3820 32.1818 0.8718
23.1236 32.1818 0.8889
23.8652 32.1818 0.9015
24.6067 32.1818 0.9105
25.3483 32.1818 0.9166
26.0899 32.1818 0.9206
26.8315 32.1818 0.9232
27.5730 32.1818 0.9249
28.3146 32.1818 0.9263
29.0562 32.1818 0.9276
29.7978 32.1818 0.9290
30.5393 32.1818 0.9307
31.2809 32.1818 0.9327
32.0225 32.1818 0.9348
32.7640 32.1818 0.9371
33.5056 32.1818 0.9394
34.2472 32.1818 0.9416
34.9888 32.1818 0.9438
35.7303 32.1818 0.9460
36.4719 32.1818 0.9482
37.2135 32.1818 0.9507
37.9551 32.1818 0.9534
38.6966 32.1818 0.9564
39.4382 32.1818 0.9596
40.1798 32.1818 0.9629
40.9213 32.1818 0.9662
41.6629 32.1818 0.9693
42.4045 32.1818 0.9719
43.1461 32.1818 0.9740
43.8876 32.1818 0.9753
44.6292 32.1818 0.9759
45.3708 32.1818 0.9755
46.1124 32.1818 0.9742
46.8539 32.1818 0.9721
47.5955 32.1818 0.9692
48.3371 32.1818 0.9657
49.0787 32.1818 0.9617
49.8202 32.1818 0.9574
50.5618 32.1818 0.9530
51.3034 32.1818 0.9488
52.0449 32.1818 0.9448
52.7865 32.1818 0.9413
53.5281 32.1818 0.9381
54.2697 32.1818 0.9354
55.0112 32.1818 0.9331
55.7528 32.1818 0.9312
56.4944 32.1818 0.9294
57.2360 32.1818 0.9278
57.9775 32.1818 0.9263
58.7191 32.1818 0.9248
59.4607 32.1818 0.9232
60.2022 32.1818 0.9216
60.9438 32.1818 0.9198
61.6854 32.1818 0.9179
62.4270 32.1818 0.9158
63.1685 32.1818 0.9133
63.9101 32.1818 0.9102
64.6517 32.1818 0.9062
65.3933 32.1818 0.9007
66.1348 32.1818 0.8931
66.8764 32.1818 0.8827
67.6180 32.1818 0.8688
68.3596 32.1818 0.8506
69.1011 32.1818 0.8273
69.8427 32.1818 0.7983
70.5843 32.1818 0.7628
71.3258 32.1818 0.7204
72.0674 32.1818 0.6705
72.8090 32.1818 0.6125
73.5506 32.1818 0.5462
74.2921 32.1818 0.4711
75.0337 32.1818 0.3873
75.7753 32.1818 0.2946
76.5169 32.1818 0.1937
77.2584 32.1818 0.0853
78.0000 32.1818 0.0000

12.0000 32.9091 0.0000
12.7416 32.9091 0.0799
13.4831 32.9091 0.1796
14.2247 32.9091 0.2745
14.9663 32.9091 0.3639
15.7079 32.9091 0.4473
16.4494 32.9091 0.5243
17.1910 32.9091 0.5945
17.9326 32.9091 0.6575
18.6742 32.9091 0.7134
19.4157 32.9091 0.7619
20.1573 32.9091 0.8033
20.8989 32.9091 0.8378
21.6404 32.9091 0.8659
22.3820 32.9091 0.8881
23.1236 32.9091 0.9053
23.8652 32.9091 0.9180
24.6067 32.9091 0.9272
25.3483 32.9091 0.9336
26.0899 32.9091 0.9379
26.8315 32.9091 0.9407
27.5730 32.9091 0.9427
28.3146 32.9091 0.9442
29.0562 32.9091 0.9456
29.7978 32.9091 0.9471
30.5393 32.9091 0.9487
31.2809 32.9091 0.9505
32.0225 32.9091 0.9524
32.7640 32.9091 0.9544
33.5056 32.9091 0.9564
34.2472 32.9091 0.9584
34.9888 32.9091 0.9604
35.7303 32.9091 0.9623
36.4719 32.9091 0.9643
37.2135 32.9091 0.9664
37.9551 32.9091 0.9687
38.6966 32.9091 0.9712
39.4382 32.9091 0.9740
40.1798 32.9091 0.9768
40.9213 32.9091 0.9796
41.6629 32.9091 0.9823
42.4045 32.9091 0.9846
43.1461 32.9091 0.9864
43.8876 32.9091 0.9875
44.6292 32.9091 0.9880
45.3708 32.9091 0.9877
46.1124 32.9091 0.9867
46.8539 32.9091 0.9849
47.5955 32.9091 0.9824
48.3371 32.9091 0.9794
49.0787 32.9091 0.9759
49.8202 32.9091 0.9722
50.5618 32.9091 0.9683
51.3034 32.9091 0.9646
52.0449 32.9091 0.9610
52.7865 32.9091 0.9578
53.5281 32.9091 0.9549
54.2697 32.9091 0.9524
55.0112 32.9091 0.9502
55.7528 32.9091 0.9483
56.4944 32.9091 0.9466
57.2360 32.9091 0.9450
57.9775 32.9091 0.9436
58.7191 32.9091 0.9420
59.4607 32.9091 0.9405
60.2022 32.9091 0.9388
60.9438 32.9091 0.9370
61.6854 32.9091 0.9349
62.4270 32.9091 0.9326
63.1685 32.9091 0.9299
63.9101 32.9091 0.9264
64.6517 32.9091 0.9218
65.3933 32.9091 0.9156
66.1348 32.9091 0.9072
66.8764 32.9091 0.8959
67.6180 32.9091 0.8810
68.3596 32.9091 0.8617
69.1011 32.9091 0.8373
69.8427 32.9091 0.8073
70.5843 32.9091 0.7709
71.3258 32.9091 0.7277
72.0674 32.9091 0.6772
72.8090 32.9091 0.6189
73.5506 32.9091 0.5526
74.2921 32.9091 0.4778
75.0337 32.9091 0.3945
75.7753 32.9091 0.3027
76.5169 32.9091 0.2027
77.2584 32.9091 0.0953
78.0000 32.9091 0.0000

12.0000 33.6364 0.0000
12.7416 33.6364 0.0874
13.4831 33.6364 0.1884
14.2247 33.6364 0.2842
14.9663 33.6364 0.3744
15.7079 33.6364 0.4583
16.4494 33.6364 0.5356
17.1910 33.6364 0.6059
17.9326 33.6364 0.6689
18.6742 33.6364 0.7247
19.4157 33.6364 0.7730
20.1573 33.6364 0.8142
20.8989 33.6364 0.8486
21.6404 33.6364 0.8766
22.3820 33.6364 0.8988
23.1236 33.6364 0.9160
23.8652 33.6364 0.9289
24.6067 33.6364 0.9383
25.3483 33.6364 0.9449
26.0899 33.6364 0.9494
26.8315 33.6364 0.9525
27.5730 33.6364 0.9547
28.3146 33.6364 0.9564
29.0562 33.6364 0.9579
29.7978 33.6364 0.9593
30.5393 33.6364 0.9608
31.2809 33.6364 0.9625
32.0225 33.6364 0.9642
32.7640 33.6364 0.9660
33.5056 33.6364 0.9678
34.2472 33.6364 0.9696
34.9888 33.6364 0.9714
35.7303 33.6364 0.9731
36.4719 33.6364 0.9749
37.2135 33.6364 0.9768
37.9551 33.6364 0.9788
38.6966 33.6364 0.9811
39.4382 33.6364 0.9835
40.1798 33.6364 0.9860
40.9213 33.6364 0.9885
41.6629 33.6364 0.9909
42.4045 33.6364 0.9929
43.1461 33.6364 0.9945
43.8876 33.6364 0.9956
44.6292 33.6364 0.9961
45.3708 33.6364 0.9958
46.1124 33.6364 0.9949
46.8539 33.6364 0.9933
47.5955 33.6364 0.9912
48.3371 33.6364 0.9885
49.0787 33.6364 0.9854
49.8202 33.6364 0.9820
50.5618 33.6364 0.9785
51.3034 33.6364 0.9751
52.0449 33.6364 0.9719
52.7865 33.6364 0.9688
53.5281 33.6364 0.9661
54.2697 33.6364 0.9637
55.0112 33.6364 0.9616
55.7528 33.6364 0.9598
56.4944 33.6364 0.9581
57.2360 33.6364 0.9566
57.9775 33.6364 0.9551
58.7191 33.6364 0.9536
59.4607 33.6364 0.9520
60.2022 33.6364 0.9503
60.9438 33.6364 0.9485
61.6854 33.6364 0.9464
62.4270 33.6364 0.9439
63.1685 33.6364 0.9409
63.9101 33.6364 0.9370
64.6517 33.6364 0.9320
65.3933 33.6364 0.9252
66.1348 33.6364 0.9160
66.8764 33.6364 0.9038
67.6180 33.6364 0.8879
68.3596 33.6364 0.8676
69.1011 33.6364 0.8422
69.8427 33.6364 0.8111
70.5843 33.6364 0.7738
71.3258 33.6364 0.7298
72.0674 33.6364 0.6787
72.8090 33.6364 0.6201
73.5506 33.6364 0.5536
74.2921 33.6364 0.4791
75.0337 33.6364 0.3963
75.7753 33.6364 0.3052
76.5169 33.6364 0.2062
77.2584 33.6364 0.0999
78.0000 33.6364 0.0000

12.0000 34.3636 0.0000
12.7416 34.3636 0.0909
13.4831 34.3636 0.1927
14.2247 34.3636 0.2893
14.9663 34.3636 0.3800
15.7079 34.3636 0.4643
16.4494 34.3636 0.5417
17.1910 34.3636 0.6120
17.9326 34.3636 0.6750
18.6742 34.3636 0.7306
19.4157 34.3636 0.7788
20.1573 34.3636 0.8198
20.8989 34.3636 0.8540
21.6404 34.3636 0.8820
22.3820 34.3636 0.9042
23.1236 34.3636 0.9214
23.8652 34.3636 0.9345
24.6067 34.3636 0.9440
25.3483 34.3636 0.9509
26.0899 34.3636 0.9556
26.8315 34.3636 0.9590
27.5730 34.3636 0.9613
28.3146 34.3636 0.9631
29.0562 34.3636 0.9647
29.7978 34.3636 0.9661
30.5393 34.3636 0.9676
31.2809 34.3636 0.9691
32.0225 34.3636 0.9707
32.7640 34.3636 0.9723
33.5056 34.3636 0.9739
34.2472 34.3636 0.9756
34.9888 34.3636 0.9771
35.7303 34.3636 0.9787
36.4719 34.3636 0.9804
37.2135 34.3636 0.9821
37.9551 34.3636 0.9840
38.6966 34.3636 0.9861
39.4382 34.3636 0.9883
40.1798 34.3636 0.9906
40.9213 34.3636 0.9929
41.6629 34.3636 0.9951
42.4045 34.3636 0.9970
43.1461 34.3636 0.9985
43.8876 34.3636 0.9996
44.6292 34.3636 1.0000
45.3708 34.3636 0.9998
46.1124 34.3636 0.9990
46.8539 34.3636 0.9976
47.5955 34.3636 0.9956
48.3371 34.3636 0.9931
49.0787 34.3636 0.9902
49.8202 34.3636 0.9871
50.5618 34.3636 0.9839
51.3034 34.3636 0.9807
52.0449 34.3636 0.9776
52.7865 34.3636 0.9747
53.5281 34.3636 0.9721
54.2697 34.3636 0.9698
55.0112 34.3636 0.9677
55.7528 34.3636 0.9659
56.4944 34.3636 0.9642
57.2360 34.3636 0.9627
57.9775 34.3636 0.9613
58.7191 34.3636 0.9598
59.4607 34.3636 0.9582
60.2022 34.3636 0.9565
60.9438 34.3636 0.9546
61.6854 34.3636 0.9524
62.4270 34.3636 0.9498
63.1685 34.3636 0.9466
63.9101 34.3636 0.9424
64.6517 34.3636 0.9369
65.3933 34.3636 0.9296
66.1348 34.3636 0.9198
66.8764 34.3636 0.9068
67.6180 34.3636 0.8901
68.3596 34.3636 0.8688
69.1011 34.3636 0.8424
69.8427 34.3636 0.8104
70.5843 34.3636 0.7722
71.3258 34.3636 0.7274
72.0674 34.3636 0.6757
72.8090 34.3636 0.6167
73.5506 34.3636 0.5501
74.2921 34.3636 0.4756
75.0337 34.3636 0.3932
75.7753 34.3636 0.3029
76.5169 34.3636 0.2048
77.2584 34.3636 0.0996
78.0000 34.3636 0.0000

12.0000 35.0909 0.0000
12.7416 35.0909 0.0905
13.4831 35.0909 0.1930
14.2247 35.0909 0.2901
14.9663 35.0909 0.3811
15.7079 35.0909 0.4656
16.4494 35.0909 0.5430
17.1910 35.0909 0.6133
17.9326 35.0909 0.6761
18.6742 35.0909 0.7315
19.4157 35.0909 0.7795
20.1573 35.0909 0.8204
20.8989 35.0909 0.8545
21.6404 35.0909 0.8824
22.3820 35.0909 0.9046
23.1236 35.0909 0.9220
23.8652 35.0909 0.9351
24.6067 35.0909 0.9449
25.3483 35.0909 0.9519
26.0899 35.0909 0.9569
26.8315 35.0909 0.9604
27.5730 35.0909 0.9629
28.3146 35.0909 0.9648
29.0562 35.0909 0.9664
29.7978 35.0909 0.9679
30.5393 35.0909 0.9693
31.2809 35.0909 0.9707
32.0225 35.0909 0.9722
32.7640 35.0909 0.9736
33.5056 35.0909 0.9751
34.2472 35.0909 0.9766
34.9888 35.0909 0.9781
35.7303 35.0909 0.9795
36.4719 35.0909 0.9811
37.2135 35.0909 0.9827
37.9551 35.0909 0.9845
38.6966 35.0909 0.9865
39.4382 35.0909 0.9886
40.1798 35.0909 0.9908
40.9213 35.0909 0.9930
41.6629 35.0909 0.9950
42.4045 35.0909 0.9969
43.1461 35.0909 0.9984
43.8876 35.0909 0.9994
44.6292 35.0909 0.9999
45.3708 35.0909 0.9997
46.1124 35.0909 0.9990
46.8539 35.0909 0.9977
47.5955 35.0909 0.9958
48.3371 35.0909 0.9934
49.0787 35.0909 0.9907
49.8202 35.0909 0.9877
50.5618 35.0909 0.9846
51.3034 35.0909 0.9815
52.0449 35.0909 0.9785
52.7865 35.0909 0.9757
53.5281 35.0909 0.9732
54.2697 35.0909 0.9709
55.0112 35.0909 0.9688
55.7528 35.0909 0.9670
56.4944 35.0909 0.9654
57.2360 35.0909 0.9639
57.9775 35.0909 0.9624
58.7191 35.0909 0.9609
59.4607 35.0909 0.9593
60.2022 35.0909 0.9576
60.9438 35.0909 0.9557
61.6854 35.0909 0.9534
62.4270 35.0909 0.9507
63.1685 35.0909 0.9473
63.9101 35.0909 0.9429
64.6517 35.0909 0.9371
65.3933 35.0909 0.9293
66.1348 35.0909 0.9189
66.8764 35.0909 0.9053
67.6180 35.0909 0.8878
68.3596 35.0909 0.8657
69.1011 35.0909 0.8385
69.8427 35.0909 0.8057
70.5843 35.0909 0.7667
71.3258 35.0909 0.7212
72.0674 35.0909 0.6689
72.8090 35.0909 0.6094
73.5506 35.0909 0.5426
74.2921 35.0909 0.4682
75.0337 35.0909 0.3861
75.7753 35.0909 0.2963
76.5169 35.0909 0.1989
77.2584 35.0909 0.0947
78.0000 35.0909 0.0000

12.0000 35.8182 0.0000
12.7416 35.8182 0.0868
13.4831 35.8182 0.1897
14.2247 35.8182 0.2870
14.9663 35.8182 0.3781
15.7079 35.8182 0.4624
16.4494 35.8182 0.5398
17.1910 35.8182 0.6098
17.9326 35.8182 0.6725
18.6742 35.8182 0.7277
19.4157 35.8182 0.7755
20.1573 35.8182 0.8163
20.8989 35.8182 0.8504
21.6404 35.8182 0.8783
22.3820 35.8182 0.9006
23.1236 35.8182 0.9180
23.8652 35.8182 0.9314
24.6067 35.8182 0.9413
25.3483 35.8182 0.9485
26.0899 35.8182 0.9536
26.8315 35.8182 0.9573
27.5730 35.8182 0.9600
28.3146 35.8182 0.9620
29.0562 35.8182 0.9636
29.7978 35.8182 0.9650
30.5393 35.8182 0.9664
31.2809 35.8182 0.9677
32.0225 35.8182 0.9691
32.7640 35.8182 0.9704
33.5056 35.8182 0.9718
34.2472 35.8182 0.9731
34.9888 35.8182 0.9745
35.7303 35.8182 0.9759
36.4719 35.8182 0.9773
37.2135 35.8182 0.9789
37.9551 35.8182 0.9805
38.6966 35.8182 0.9824
39.4382 35.8182 0.9844
40.1798 35.8182 0.9865
40.9213 35.8182 0.9886
41.6629 35.8182 0.9907
42.4045 35.8182 0.9925
43.1461 35.8182 0.9940
43.8876 35.8182 0.9951
44.6292 35.8182 0.9956
45.3708 35.8182 0.9956
46.1124 35.8182 0.9949
46.8539 35.8182 0.9936
47.5955 35.8182 0.9918
48.3371 35.8182 0.9896
49.0787 35.8182 0.9869
49.8202 35.8182 0.9840
50.5618 35.8182 0.9810
51.3034 35.8182 0.9780
52.0449 35.8182 0.9750
52.7865 35.8182 0.9723
53.5281 35.8182 0.9697
54.2697 35.8182 0.9675
55.0112 35.8182 0.9654
55.7528 35.8182 0.9636
56.4944 35.8182 0.9620
57.2360 35.8182 0.9604
57.9775 35.8182 0.9590
58.7191 35.8182 0.9575
59.4607 35.8182 0.9559
60.2022 35.8182 0.9541
60.9438 35.8182 0.9522
61.6854 35.8182 0.9499
62.4270 35.8182 0.9471
63.1685 35.8182 0.9436
63.9101 35.8182 0.9390
64.6517 35.8182 0.9328
65.3933 35.8182 0.9247
66.1348 35.8182 0.9139
66.8764 35.8182 0.8997
67.6180 35.8182 0.8816
68.3596 35.8182 0.8589
69.1011 35.8182 0.8310
69.8427 35.8182 0.7974
70.5843 35.8182 0.7577
71.3258 35.8182 0.7116
72.0674 35.8182 0.6588
72.8090 35.8182 0.5990
73.5506 35.8182 0.5319
74.2921 35.8182 0.4575
75.0337 35.8182 0.3755
75.7753 35.8182 0.2861
76.5169 35.8182 0.1894
77.2584 35.8182 0.0860
78.0000 35.8182 0.0000

12.0000 36.5455 0.0000
12.7416 36.5455 0.0800
13.4831 36.5455 0.1829
14.2247 36.5455 0.2802
14.9663 36.5455 0.3711
15.7079 36.5455 0.4553
16.4494 36.5455 0.5323
17.1910 36.5455 0.6021
17.9326 36.5455 0.6645
18.6742 36.5455 0.7195
19.4157 36.5455 0.7672
20.1573 36.5455 0.8079
20.8989 36.5455 0.8420
21.6404 36.5455 0.8699
22.3820 36.5455 0.8924
23.1236 36.5455 0.9100
23.8652 36.5455 0.9235
24.6067 36.5455 0.9335
25.3483 36.5455 0.9409
26.0899 36.5455 0.9463
26.8315 36.5455 0.9501
27.5730 36.5455 0.9528
28.3146 36.5455 0.9549
29.0562 36.5455 0.9566
29.7978 36.5455 0.9580
30.5393 36.5455 0.9593
31.2809 36.5455 0.9605
32.0225 36.5455 0.9618
32.7640 36.5455 0.9631
33.5056 36.5455 0.9643
34.2472 36.5455 0.9655
34.9888 36.5455 0.9668
35.7303 36.5455 0.9681
36.4719 36.5455 0.9694
37.2135 36.5455 0.9709
37.9551 36.5455 0.9724
38.6966 36.5455 0.9742
39.4382 36.5455 0.9761
40.1798 36.5455 0.9781
40.9213 36.5455 0.9802
41.6629 36.5455 0.9822
42.4045 36.5455 0.9840
43.1461 36.5455 0.9855
43.8876 36.5455 0.9867
44.6292 36.5455 0.9873
45.3708 36.5455 0.9873
46.1124 36.5455 0.9867
46.8539 36.5455 0.9856
47.5955 36.5455 0.9839
48.3371 36.5455 0.9817
49.0787 36.5455 0.9791
