x y

15.3043 61.2727
15.1274 62.0000

74.8206 61.2727
74.9310 62.0000

15.1274 62.0000
14.9726 62.7273

74.9310 62.0000
75.0268 62.7273

14.9663 62.7624
14.8501 63.4545

14.9726 62.7273
14.9663 62.7624

75.0268 62.7273
75.0337 62.7903

75.1018 63.4545
75.0337 62.7903

14.8501 63.4545
14.7522 64.1818

75.1018 63.4545
75.1579 64.1818

14.7522 64.1818
14.6813 64.9091

75.1579 64.1818
75.1909 64.9091

14.6813 64.9091
14.6412 65.6364

75.1909 64.9091
75.1950 65.6364

14.6412 65.6364
14.6363 66.3636

75.1950 65.6364
75.1638 66.3636

14.6363 66.3636
14.6717 67.0909

75.1638 66.3636
75.0906 67.0909

14.6717 67.0909
14.7523 67.8182

75.0337 67.4311
74.9639 67.8182

75.0906 67.0909
75.0337 67.4311

14.7523 67.8182
14.8833 68.5455

74.9639 67.8182
74.7734 68.5455

14.8833 68.5455
14.9663 68.8699

15.0779 69.2727
14.9663 68.8699

74.7734 68.5455
74.5168 69.2727

15.0779 69.2727
15.3439 70.0000

74.2921 69.7711
74.1788 70.0000

74.5168 69.2727
74.2921 69.7711

15.3439 70.0000
15.6789 70.7273

74.1788 70.0000
73.7366 70.7273

15.6789 70.7273
15.7079 70.7791

16.1248 71.4545
15.7079 70.7791

73.5506 70.9840
73.1715 71.4545

73.7366 70.7273
73.5506 70.9840

16.1248 71.4545
16.4494 71.8981

16.6831 72.1818
16.4494 71.8981

72.8090 71.8424
72.4532 72.1818

73.1715 71.4545
72.8090 71.8424

16.6831 72.1818
17.1910 72.7137

17.4050 72.9091
17.1910 72.7137

72.0674 72.5073
71.5294 72.9091

72.4532 72.1818
72.0674 72.5073

17.4050 72.9091
17.9326 73.3331

18.3738 73.6364
17.9326 73.3331

70.5843 73.4877
70.2978 73.6364

71.3258 73.0466
70.5843 73.4877

71.5294 72.9091
71.3258 73.0466

18.3738 73.6364
18.6742 73.8214

19.4157 74.2055
18.6742 73.8214

19.7861 74.3636
19.4157 74.2055

69.1011 74.1633
68.5409 74.3636

69.8427 73.8547
69.1011 74.1633

70.2978 73.6364
69.8427 73.8547

19.7861 74.3636
20.1573 74.5085

20.8989 74.7436
20.1573 74.5085

21.6404 74.9324
20.8989 74.7436

22.3820 75.0844
21.6404 74.9324

22.4208 75.0909
22.3820 75.0844

65.3933 75.0851
65.3508 75.0909

66.1348 74.9621
65.3933 75.0851

66.8764 74.8136
66.1348 74.9621

67.6180 74.6358
66.8764 74.8136

68.3596 74.4246
67.6180 74.6358

68.5409 74.3636
68.3596 74.4246

22.4208 75.0909
23.1236 75.2011

23.8652 75.3019
23.1236 75.2011

24.6067 75.3961
23.8652 75.3019

25.3483 75.4904
24.6067 75.3961

26.0899 75.5891
25.3483 75.4904

26.8315 75.6930
26.0899 75.5891

27.5730 75.7999
26.8315 75.6930

27.7039 75.8182
27.5730 75.7999

43.1461 75.8034
42.9389 75.8182

43.8876 75.7555
43.1461 75.8034

44.6292 75.7152
43.8876 75.7555

45.3708 75.6842
44.6292 75.7152

46.1124 75.6627
45.3708 75.6842

46.8539 75.6502
46.1124 75.6627

47.5955 75.6454
46.8539 75.6502

48.3371 75.6470
47.5955 75.6454

49.0787 75.6535
48.3371 75.6470

49.8202 75.6632
49.0787 75.6535

50.5618 75.6749
49.8202 75.6632

51.3034 75.6874
50.5618 75.6749

52.0449 75.6994
51.3034 75.6874

52.7865 75.7098
52.0449 75.6994

53.5281 75.7174
52.7865 75.7098

54.2697 75.7212
53.5281 75.7174

55.0112 75.7201
54.2697 75.7212

55.7528 75.7132
55.0112 75.7201

56.4944 75.6998
55.7528 75.7132

57.2360 75.6797
56.4944 75.6998

57.9775 75.6531
57.2360 75.6797

58.7191 75.6203
57.9775 75.6531

59.4607 75.5821
58.7191 75.6203

60.2022 75.5396
59.4607 75.5821

60.9438 75.4933
60.2022 75.5396

61.6854 75.4434
60.9438 75.4933

62.4270 75.3894
61.6854 75.4434

63.1685 75.3295
62.4270 75.3894

63.9101 75.2613
63.1685 75.3295

64.6517 75.1813
63.9101 75.2613

65.3508 75.0909
64.6517 75.1813

27.7039 75.8182
28.3146 75.8989

29.0562 75.9886
28.3146 75.8989

29.7978 76.0641
29.0562 75.9886

30.5393 76.1212
29.7978 76.0641

31.2809 76.1577
30.5393 76.1212

32.0225 76.1744
31.2809 76.1577

32.7640 76.1747
32.0225 76.1744

33.5056 76.1636
32.7640 76.1747

34.2472 76.1469
33.5056 76.1636

34.9888 76.1295
34.2472 76.1469

35.7303 76.1143
34.9888 76.1295

36.4719 76.1019
35.7303 76.1143

37.2135 76.0905
36.4719 76.1019

37.9551 76.0772
37.2135 76.0905

38.6966 76.0587
37.9551 76.0772

39.4382 76.0325
38.6966 76.0587

40.1798 75.9976
39.4382 76.0325

40.9213 75.9547
40.1798 75.9976

41.6629 75.9059
40.9213 75.9547

42.4045 75.8545
41.6629 75.9059

42.9389 75.8182
42.4045 75.8545

43.8876 24.9088
43.8818 24.9091

44.6292 24.8961
43.8876 24.9088

45.1759 24.9091
44.6292 24.8961

38.6966 25.6270
38.6365 25.6364

39.4382 25.5033
38.6966 25.6270

40.1798 25.3753
39.4382 25.5033

40.9213 25.2493
40.1798 25.3753

41.6629 25.1325
40.9213 25.2493

42.4045 25.0324
41.6629 25.1325

43.1461 24.9559
42.4045 25.0324

43.8818 24.9091
43.1461 24.9559

45.1759 24.9091
45.3708 24.9143

46.1124 24.9663
45.3708 24.9143

46.8539 25.0460
46.1124 24.9663

47.5955 25.1470
46.8539 25.0460

48.3371 25.2613
47.5955 25.1470

49.0787 25.3812
48.3371 25.2613

49.8202 25.4994
49.0787 25.3812

50.5618 25.6100
49.8202 25.4994

50.7594 25.6364
50.5618 25.6100

28.3146 26.3600
28.0172 26.3636

29.0562 26.3505
28.3146 26.3600

29.7978 26.3383
29.0562 26.3505

30.5393 26.3220
29.7978 26.3383

31.2809 26.3010
30.5393 26.3220

32.0225 26.2749
31.2809 26.3010

32.7640 26.2433
32.0225 26.2749

33.5056 26.2054
32.7640 26.2433

34.2472 26.1601
33.5056 26.2054

34.9888 26.1054
34.2472 26.1601

35.7303 26.0393
34.9888 26.1054

36.4719 25.9593
35.7303 26.0393

37.2135 25.8638
36.4719 25.9593

37.9551 25.7523
37.2135 25.8638

38.6365 25.6364
37.9551 25.7523

50.7594 25.6364
51.3034 25.7155

52.0449 25.8078
51.3034 25.7155

52.7865 25.8846
52.0449 25.8078

53.5281 25.9471
52.7865 25.8846

54.2697 25.9977
53.5281 25.9471

55.0112 26.0387
54.2697 25.9977

55.7528 26.0726
55.0112 26.0387

56.4944 26.1016
55.7528 26.0726

57.2360 26.1274
56.4944 26.1016

57.9775 26.1515
57.2360 26.1274

58.7191 26.1749
57.9775 26.1515

59.4607 26.1983
58.7191 26.1749

60.2022 26.2213
59.4607 26.1983

60.9438 26.2432
60.2022 26.2213

61.6854 26.2628
60.9438 26.2432

62.4270 26.2793
61.6854 26.2628

63.1685 26.2923
62.4270 26.2793

63.9101 26.3028
63.1685 26.2923

64.6517 26.3138
63.9101 26.3028

65.3933 26.3307
64.6517 26.3138

66.1348 26.3607
65.3933 26.3307

66.1767 26.3636
66.1348 26.3607

22.3820 26.8742
21.6629 27.0909

23.1236 26.7044
22.3820 26.8742

23.8652 26.5807
23.1236 26.7044

