x y
23.1708 0.0000
24.0753 0.0000
24.1038 0.5590
23.1708 0.0000

19.8678 1.5573
19.8424 1.5700
19.8342 1.5667
19.8678 1.5573

84.9549 0.0000
85.3969 1.4223
85.1873 1.5700
84.9549 0.0000

23.1708 0.0000
24.1038 0.5590
19.8678 1.5573
23.1708 0.0000

24.0753 0.0000
25.2991 0.0000
24.1038 0.5590
24.0753 0.0000

74.2336 0.6547
74.9423 1.5700
73.0564 1.5700
74.2336 0.6547

63.4746 0.0000
65.2635 0.0000
65.9344 1.5700
63.4746 0.0000

63.4746 0.0000
65.9344 1.5700
63.1136 0.9360
63.4746 0.0000

13.5887 1.5690
13.5888 1.5700
13.5828 1.5700
13.5887 1.5690

13.5828 1.5688
13.5887 1.5690
13.5828 1.5700
13.5828 1.5688

84.9549 0.0000
84.9549 0.0000
84.9549 0.0000
84.9549 0.0000

84.9549 0.0000
84.9549 0.0000
84.9549 0.0000
84.9549 0.0000

85.3969 1.4223
86.1869 1.3603
86.1869 1.5700
85.3969 1.4223

84.9549 0.0000
86.1869 1.3603
85.3969 1.4223
84.9549 0.0000

13.5887 1.5690
13.5948 1.5681
13.5888 1.5700
13.5887 1.5690

14.6168 0.0000
14.6544 0.0000
13.5948 1.5681
13.5887 1.5690
14.6168 0.0000

13.5948 1.5681
19.8342 1.5667
19.8296 1.5700
13.5888 1.5700
13.5948 1.5681

14.6544 0.0000
19.8342 1.5667
13.5948 1.5681
14.6544 0.0000

52.3046 1.5700
52.9307 2.3729
50.8492 3.4003
52.3046 1.5700

26.3633 8.1484
29.1064 9.4010
29.5327 13.1746
27.3721 11.4897
26.3633 8.1484

50.8492 3.4003
52.9307 2.3729
53.0476 4.5583
49.8422 5.2633
50.8492 3.4003

42.4344 8.0297
43.4370 9.0402
40.5580 9.5835
42.4344 8.0297

63.9587 4.3591
64.3760 4.7282
63.3093 4.7746
63.9587 4.3591

27.9718 3.4159
29.4344 5.5805
27.2764 6.7892
27.9718 3.4159

53.0476 4.5583
54.8046 5.4480
52.3416 5.6739
49.8422 5.2633
53.0476 4.5583

24.4157 8.2580
26.3633 8.1484
24.9599 11.0177
24.4157 8.2580

25.7943 1.5700
27.1908 1.5700
27.9718 3.4159
26.1861 3.1438
25.7943 1.5700

61.1457 5.6662
62.8405 7.1567
60.0093 7.3390
61.1457 5.6662

26.3633 8.1484
27.3721 11.4897
24.9599 11.0177
26.3633 8.1484

29.1064 9.4010
32.8105 8.8522
29.5327 13.1746
29.1064 9.4010

54.8046 5.4480
54.4103 5.8619
52.3416 5.6739
54.8046 5.4480

75.3599 3.2160
77.7621 3.9215
80.8374 8.5426
74.9709 7.1733
75.3599 3.2160

75.3599 3.2160
74.1624 7.0003
73.1631 6.0427
75.3599 3.2160

29.1263 7.2613
32.8105 8.8522
29.1064 9.4010
29.1263 7.2613

44.2387 6.8658
44.8174 8.4290
43.4370 9.0402
44.2387 6.8658

42.1404 5.6564
44.2387 6.8658
42.4344 8.0297
42.1404 5.6564

41.9974 12.9146
40.9924 14.3928
39.8324 14.1526
41.9974 12.9146

32.8902 8.7605
32.9199 8.8592
32.8504 8.8235
32.8902 8.7605

22.3025 7.3538
24.4157 8.2580
20.5188 8.5077
22.3025 7.3538

37.7248 7.6711
38.4062 6.6111
42.4344 8.0297
40.5580 9.5835
37.7248 7.6711

19.8419 1.5756
24.4867 2.5127
25.4859 7.3339
19.8419 1.5756

26.1861 3.1438
27.9718 3.4159
27.2764 6.7892
26.1861 3.1438

44.2387 6.8658
43.4370 9.0402
42.4344 8.0297
44.2387 6.8658

49.8422 6.3089
52.3416 5.6739
54.4103 5.8619
51.7229 7.4014
49.8422 6.3089

40.5272 5.5220
42.1404 5.6564
42.4344 8.0297
38.4062 6.6111
40.5272 5.5220

54.8046 5.4480
55.2072 6.1323
54.4103 5.8619
54.8046 5.4480

54.5759 10.3645
54.9034 10.4998
52.9874 15.4412
52.8959 15.3160
54.5759 10.3645

63.3093 4.7746
64.3760 4.7282
64.2178 5.2381
63.3093 4.7746

27.2764 6.7892
29.1263 7.2613
29.1064 9.4010
26.3633 8.1484
27.2764 6.7892

50.7550 1.5700
52.3046 1.5700
50.8492 3.4003
50.7550 1.5700

19.8365 1.5792
24.4157 8.2580
22.3025 7.3538
19.8365 1.5792

46.1929 5.5259
48.6253 5.6621
48.2264 8.4513
46.9230 9.1567
46.1929 5.5259

41.9018 4.1148
42.2027 5.0257
41.6770 5.0416
41.9018 4.1148

49.8422 5.2633
52.3416 5.6739
49.8422 6.3089
49.8422 5.2633

36.6600 5.8391
37.7536 6.2359
37.7248 7.6711
36.6600 5.8391

37.0130 10.7846
40.5580 9.5835
41.9974 12.9146
39.8324 14.1526
37.0130 10.7846

32.8104 8.7703
32.8902 8.7605
32.8504 8.8235
32.8104 8.7703

37.7248 7.6711
40.5580 9.5835
37.0130 10.7846
37.7248 7.6711

49.8422 6.3089
51.7229 7.4014
51.6214 9.2086
49.8422 6.3089

19.8365 1.5792
19.8419 1.5756
25.4859 7.3339
24.4157 8.2580
19.8365 1.5792

49.8422 6.3089
51.6214 9.2086
50.0458 8.2783
49.8422 6.3089

43.4370 9.0402
47.0314 10.6467
44.9901 12.6562
41.9974 12.9146
43.4370 9.0402

44.8174 8.4290
44.2387 6.8658
46.9230 9.1567
47.5850 10.2674
44.8174 8.4290

40.5580 9.5835
43.4370 9.0402
41.9974 12.9146
40.5580 9.5835

27.9718 3.4159
29.2880 2.7969
29.4344 5.5805
27.9718 3.4159

51.7229 7.4014
54.4103 5.8619
54.9034 9.4504
54.5759 10.3645
51.7229 7.4014

19.8365 1.5792
22.3025 7.3538
20.5188 8.5077
19.8365 1.5792

46.5328 2.7332
46.1929 5.5259
44.7197 5.0356
46.5328 2.7332

49.8422 6.3089
50.0458 8.2783
47.5850 10.2674
48.2264 8.4513
49.8422 6.3089

44.4157 2.1245
45.3359 1.5700
46.5328 2.7332
44.7197 5.0356
44.4157 2.1245

55.2072 6.1323
